,Name,Price,Rate,property,carpet-area,status,floor,transaction,facing,overlooking,ownership,parking,bathroom,balcony
2376,"3 BHK Flat for Sale in Civitech Florencia, Vaishali Extension, Ghaziabad",₹1.25 Cr ,₹6527 per sqft ,,2164 sqft,Ready to Move,5 out of 14,Resale,,,Leasehold,,3,3
2377,"3 BHK Flat for Sale in Civitech Florencia, Vaishali Extension, Ghaziabad",₹1.35 Cr ,₹7050 per sqft ,,2200 sqft,Ready to Move,12 out of 19,Resale,,,,,3,4
2378,"1 BHK Flat for Sale in Bhopura, Ghaziabad",₹15.5 Lac ,₹3444 per sqft ,,3150 sqft,Ready to Move,1 out of 2,Resale,,,,,1,
2379,"2 BHK Flat for Sale in Leo Apartment, Ram Prastha, Ghaziabad",₹70 Lac ,₹6364 per sqft ,,,Ready to Move,Ground out of 3,Resale,,,,,2,
2380,"2 BHK Flat for Sale in Indirapuram, Ghaziabad",₹35 Lac ,₹4167 per sqft ,,,Ready to Move,Ground out of 3,Resale,,,,,2,
2381,"3 BHK Flat for Sale in SKA Greenarch, Noida Extention, Greater Noida",₹86 Lac ,₹7049 per sqft ,,,Ready to Move,18 out of 30,Resale,,,,,2,
2382,8 BHK House for Sale in Sector 22 Noida,₹1.75 Cr ,₹4810 per sqft ,,,Ready to Move,16 out of 24,Resale,,,,,7,
2383,5 BHK Villa for Sale in Sector 22 Noida,₹1.40 Cr ,₹3500 per sqft ,,,Ready to Move,7 out of 7,Resale,,,,,7,
2384,"3 BHK Flat for Sale in ACE Golfshire, Sector 150, Pusta Road, Noida",₹2.20 Cr ,₹10501 per sqft ,,,Ready to Move,4 out of 9,Resale,,,,,4,
2385,"2 BHK Flat for Sale in ADITYA GARDEN CITY, Vasundhara, Ghaziabad",₹75 Lac ,₹5752 per sqft ,,,Ready to Move,6 out of 8,Resale,,,,,2,
2386,"2 BHK Flat for Sale in ADITYA GARDEN CITY, Vasundhara, Ghaziabad",₹62 Lac ,₹4542 per sqft ,,,Ready to Move,3 out of 3,Resale,,,,,2,
2387,"2 BHK Flat for Sale in ADITYA GARDEN CITY, Vasundhara, Ghaziabad",₹68 Lac ,₹5506 per sqft ,,,Ready to Move,2 out of 4,Resale,,,,,2,
2388,"2 BHK Flat for Sale in Shalimar Garden Extension 1, Ghaziabad",₹28 Lac ,₹3733 per sqft ,,,Ready to Move,2 out of 8,Resale,,,,,2,
2389,"3 BHK Flat for Sale in Uttam Nagar, New Delhi",₹50 Lac ,₹5556 per sqft ,,,Ready to Move,3 out of 9,Resale,,,,,3,
2390,5 BHK House for Sale in Sector 23 Noida,₹3.60 Cr ,₹13378 per sqft ,,,Ready to Move,10 out of 15,Resale,,,,,5,
2391, House for Sale in Sector 23 Noida,₹9 Cr ,₹13846 per sqft ,,,Ready to Move,Ground out of 6,Resale,,,,,2,
2392,"3 BHK Flat for Sale in ADITYA GARDEN CITY, Vasundhara, Ghaziabad",₹84 Lac ,₹5091 per sqft ,,,Ready to Move,5 out of 29,Resale,,,,,3,
2393,3 BHK Flat for Sale in Faridabad,₹58.5 Lac ,₹3939 per sqft ,,,Ready to Move,1 out of 3,Resale,,,,,1,
2394,"1 BHK Flat for Sale in Jaypee Kalypso Arcade , Sector 128, Noida Express Way, Noida",₹1 Cr ,₹10204 per sqft ,,,Ready to Move,2 out of 10,Resale,,,,,1,
2395,"1 BHK Flat for Sale in Dlf Dilshad Extension, Ghaziabad",₹15 Lac ,₹3333 per sqft ,,,Ready to Move,9 out of 26,Resale,,,,,3,
2396,"3 BHK Flat for Sale in Ireo The Grand Arch, Sector 58, Gurgaon",₹3.70 Cr ,₹17098 per sqft ,,,Ready to Move,,Resale,,,,,2,
2397,"2 BHK Flat for Sale in Shiv Nagar, Janakpuri, New Delhi",₹55 Lac ,₹7333 per sqft ,,,Ready to Move,,Resale,,,,,3,
2398,"4 BHK Flat for Sale in Best Residency, DS 19, New Delhi",₹2.80 Cr ,₹12174 per sqft ,,,Ready to Move,,Resale,,,,,4,
2399,"4 BHK Flat for Sale in ATS One Hamlet, Sector 104, Noida Express Way, Noida",₹4.25 Cr ,₹13492 per sqft ,,,Ready to Move,,Resale,,,,,,
2400,"2 BHK Flat for Sale in Media Enclave, Vaishali, Ghaziabad",₹45 Lac ,₹6000 per sqft ,Shree K K Properties,700 sqft,Ready to Move,1 out of 3,New Property,East,Garden/Park,Leasehold,2 Covered,2,1
2401,"3 BHK Flat for Sale in IREO Skyon, Sector 60, Gurgaon",₹2.90 Cr ,₹14091 per sqft ,,1600 sqft,Ready to Move,8 out of 12,Resale,South -West,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",3,3
2402,"3 BHK Flat for Sale in Loni, Ghaziabad",₹31.5 Lac ,₹3889 per sqft ,,765 sqft,Ready to Move,2 out of 3,Resale,East,Garden/Park,Freehold,1 Open,2,2
2403,"2 BHK Flat for Sale in Sector 11, Gurgaon",₹30 Lac ,₹5000 per sqft ,,725 sqft,Ready to Move,2 out of 5,Resale,North - East,Garden/Park,Freehold,1 Open,2,3
2404,"3 BHK Flat for Sale in Sector 24, Mathura Road, Faridabad",₹40 Lac ,₹3810 per sqft ,,700 sqft,Ready to Move,2 out of 3,Resale,North,Garden/Park,Freehold,1 Covered,2,4
2405,"4 BHK Flat for Sale in Sector 24, Gurgaon",₹6.50 Cr ,₹14915 per sqft ,,900 sqft,Ready to Move,2 out of 9,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",4,1
2406,"3 BHK Flat for Sale in Ambience Lagoon, Sector 24, Gurgaon",₹3 Cr ,₹12981 per sqft ,,1900 sqft,Ready to Move,2 out of 10,Resale,North - East,Main Road,Freehold,,3,4
2407,"2 BHK Flat for Sale in Kapashera Apartment, Kapashera, New Delhi",₹36 Lac ,₹5333 per sqft ,,540 sqft,Ready to Move,4 out of 4,New Property,East,"Garden/Park, Main Road",Freehold,,2,2
2408,"2 BHK Flat for Sale in Sahibabad, Ghaziabad",₹80 Lac ,₹8889 per sqft ,,1080 sqft,Ready to Move,2 out of 3,Resale,,"Garden/Park, Main Road",Freehold,,2,2
2409,"2 BHK Flat for Sale in Supertech Eco Village 1, Greater Noida West, Greater Noida",₹25 Lac ,₹2809 per sqft ,,1638 sqft,Ready to Move,1 out of 20,Resale,,,Freehold,,2,1
2410,"2 BHK Flat for Sale in Sector 25, Noida",₹57 Lac ,₹4488 per sqft ,,2200 sqft,Ready to Move,2 out of 6,Resale,,,Freehold,,2,1
2411,"2 BHK Flat for Sale in Sector 25, Noida",₹60 Lac ,₹6667 per sqft ,,,Ready to Move,1 out of 4,Resale,,,,,2,2
2412,3 BHK Villa for Sale in Shahdara New Delhi,₹1.58 Cr ,₹3226 per sqft ,,,Ready to Move,7 out of 13,Resale,,,,,3,1
2413,"3 BHK Flat for Sale in Bharat City, Bhopura, Ghaziabad",₹50 Lac ,₹14444 per sqft ,,,Ready to Move,2 out of 4,Resale,,,,,3,
2414,"2 BHK Flat for Sale in CC Colony, Kalyan Vihar, New Delhi",₹1.30 Cr ,₹6500 per sqft ,,,Ready to Move,2 out of 6,New Property,,,,,2,
2415,"3 BHK Flat for Sale in Dwarka, New Delhi",₹65 Lac ,₹13500 per sqft ,,,Ready to Move,5 out of 12,Resale,,,,,3,
2416,"5 BHK House for Sale in Sector 40, Dadri Road Noida",₹2.70 Cr ,₹4444 per sqft ,,,Ready to Move,4 out of 10,Resale,,,,,1,
2417," Studio Apartment for Sale in Raj Nagar Extension, Ghaziabad",₹20 Lac ,₹19199 per sqft ,,,Ready to Move,1 out of 2,Resale,,,,,3,
2418,"3 BHK House for Sale in Sector 40, Dadri Road Noida",₹3.10 Cr ,₹18868 per sqft ,,,Ready to Move,5 out of 6,Resale,,,,,6,
2419,"6 BHK House for Sale in Sector 40, Dadri Road Noida",₹10 Cr ,₹8125 per sqft ,,,Ready to Move,2 out of 3,Resale,,,,,10,
2420,"10 BHK House for Sale in Sector 40, Dadri Road Noida",₹6.50 Cr ,₹11190 per sqft ,,,Poss. by Jun '27,3 out of 4,Resale,,,,,3,
2421,"3 BHK Flat for Sale in Delhi State NEF CGHS Limited, DS 19, New Delhi",₹2.35 Cr ,₹6481 per sqft ,,,Ready to Move,1 out of 3,Resale,,,,,2,
2422,5 BHK House for Sale in Chipiyana Buzurg Ghaziabad,₹35 Lac ,₹3817 per sqft ,,,,5 out of 19,New Property,,,,,3,
2423,"3 BHK Flat for Sale in Sector 134, Noida Express Way, Noida",₹50 Lac ,₹16667 per sqft ,,,,1 out of 7,Resale,,,,,2,
2424,"3 BHK Flat for Sale in DDA Flats Munirka, Munirka, New Delhi",₹2 Cr ,₹4867 per sqft ,,,,,Resale,,,,,2,
2425,"2 BHK Flat for Sale in Sainik Nagar, Uttam Nagar, New Delhi",₹36.5 Lac ,₹8065 per sqft ,,,,,Resale,,,,,1,
2426,"2 BHK Flat for Sale in Geeta Colony, New Delhi",₹45 Lac ,₹5078 per sqft ,,,,,Resale,,,,,3,
2427,3 BHK Flat for Sale in Gurgaon,₹88.2 Lac ,₹31250 per sqft ,,,,,Resale,,,,,3,
2428,"3 BHK Flat for Sale in Tulip Monsella, Sector 53, Gurgaon",₹7.90 Cr ,,,,,,New Property,,,,,4,
2429,"4 BHK Flat for Sale in Firozeshah Road, New Delhi",₹7.50 Cr ,,,,,,Resale,,,,,,
2430,"2 BHK Flat for Sale in Palam Colony, Palam, New Delhi",₹29.5 Lac ,₹4257 per sqft ,Prop Concern ,2000 sqft,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Freehold,1 Covered,2,3
2431,"3 BHK Flat for Sale in Emaar Digi Homes, Sector 62, Gurgaon",₹4.10 Cr ,₹15842 per sqft ,,1000 sqft,Ready to Move,5 out of 33,Resale,North - West,Main Road,Freehold,3 Covered,3,1
2432,"3 BHK Flat for Sale in Ashok Vihar Phase 3 Extension, Gurgaon",₹44 Lac ,₹4000 per sqft ,,1800 sqft,Ready to Move,3 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,1 Covered,2,1
2433,3 BHK House for Sale in Laxmi Nagar New Delhi,₹2.60 Cr ,₹26531 per sqft ,,1809 sqft,Ready to Move,Ground out of 4,New Property,North - West,Garden/Park,Freehold,2 Covered,1,2
2434,"2 BHK Flat for Sale in Chhapraula, Ghaziabad",₹30 Lac ,₹3158 per sqft ,,1050 sqft,Ready to Move,2 out of 6,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",2,2
2435,"4 BHK Flat for Sale in RM Block, Rajendra Nagar Sector 2, Ghaziabad",₹90 Lac ,₹7500 per sqft ,,790 sqft,Ready to Move,1 out of 2,Resale,South - East,Pool,Freehold,,3,2
2436,"5 BHK Villa for Sale in Sector 47, Dadri Road Noida",₹1.95 Cr ,₹5500 per sqft ,,700 sqft,Ready to Move,1 out of 6,Resale,North,Garden/Park,Freehold,,3,2
2437,"3 BHK Flat for Sale in Sector 48, Noida",₹55 Lac ,₹8445 per sqft ,,2600 sqft,Ready to Move,2 out of 5,Resale,East,"Garden/Park, Pool, Main Road",Freehold,,2,3
2438,6 BHK House for Sale in Sector 48 Noida,₹3 Cr ,₹39583 per sqft ,,645 sqft,Ready to Move,1 out of 4,Resale,East,,Freehold,,6,5
2439,2 BHK House for Sale in Vikaspuri Block C New Delhi,₹95 Lac ,₹13216 per sqft ,,1750 sqft,Ready to Move,2 out of 3,Resale,North - East,,Freehold,,2,2
2440,"3 BHK Flat for Sale in Chitra Vihar, Swasthya Vihar, New Delhi",₹3 Cr ,₹12444 per sqft ,,650 sqft,Ready to Move,18 out of 20,Resale,,,Leasehold,,3,2
2441,"2 BHK Flat for Sale in Chittaranjan Park, New Delhi",₹1.40 Cr ,₹5081 per sqft ,,4200 sqft,Ready to Move,3 out of 4,Resale,,,,,2,1
2442,2 BHK Flat for Sale in Ghaziabad,₹47 Lac ,₹5625 per sqft ,,,Ready to Move,10 out of 11,Resale,,,,,2,5
2443,"3 BHK Flat for Sale in Janakpuri, Ghaziabad",₹45 Lac ,₹14286 per sqft ,,,Ready to Move,7 out of 7,Resale,,,,,3,
2444,"4 BHK Flat for Sale in Dwarka Sector 19B, New Delhi",₹5 Cr ,₹13333 per sqft ,,,Ready to Move,1 out of 12,Resale,,,,,5,
2445,5 BHK House for Sale in Sector 48 Noida,₹2.40 Cr ,₹6458 per sqft ,,,Ready to Move,1 out of 5,Resale,,,,,5,
2446,5 BHK House for Sale in Sector 48 Noida,₹1.55 Cr ,₹7353 per sqft ,,,Ready to Move,1 out of 4,Resale,,,,,4,
2447,"3 BHK Flat for Sale in Alok Vihar Cooperative Society, Sector 50 Block F, Noida",₹1.25 Cr ,₹7059 per sqft ,,,Ready to Move,8 out of 8,Resale,,,,,3,
2448,"3 BHK Flat for Sale in Antriksh Green, Sector 50 Block F, Noida",₹1.20 Cr ,₹3889 per sqft ,,,Ready to Move,9 out of 27,Resale,,,,,3,
2449,"1 BHK Flat for Sale in Uttam Nagar, New Delhi",₹17.5 Lac ,₹8824 per sqft ,,,Ready to Move,6 out of 14,Resale,,,,,1,
2450,"4 BHK Flat for Sale in Sector 55, Gurgaon",₹1.50 Cr ,₹9486 per sqft ,,,Ready to Move,Ground out of 1,Resale,,,,,3,
2451,"3 BHK Flat for Sale in Sector 55, Gurgaon",₹1.20 Cr ,₹4274 per sqft ,,,Poss. by Oct '25,1 out of 4,Resale,,,,,3,
2452,8 BHK House for Sale in Sector 55 Noida,₹75 Lac ,₹9818 per sqft ,,,Ready to Move,Ground out of 3,Resale,,,,,3,
2453,3 BHK House for Sale in DLF City Phase 3 Gurgaon,₹1.08 Cr ,₹31061 per sqft ,,,Ready to Move,15 out of 33,Resale,,,,,2,
2454,"4 BHK Flat for Sale in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar, New Delhi",₹10.25 Cr ,₹2900 per sqft ,,,Ready to Move,,Resale,,,,,5,
2455,"3 BHK Flat for Sale in Anmol, Sector 88, Faridabad",₹29 Lac ,₹8500 per sqft ,,,Poss. by Dec '25,,Resale,,,,,2,
2456,"2 BHK Flat for Sale in Sunlight Colony Phase 2, Mathura Road, New Delhi",₹85 Lac ,₹25341 per sqft ,,,,,Resale,,,,,2,
2457,"4 BHK Flat for Sale in Hauz Khas, New Delhi",₹6.50 Cr ,₹8267 per sqft ,,,,,New Property,,,,,4,
2458,"2 BHK Flat for Sale in Rohini, New Delhi",₹62 Lac ,₹19048 per sqft ,,,,,Resale,,,,,2,
2459,"4 BHK Flat for Sale in M3M The Cullinan, Sector 94, Noida Express Way, Noida",₹8 Cr ,,,,,,New Property,,,,,5,
2460,"4 BHK Flat for Sale in Privy The Address, Sector 93, Gurgaon",₹1.02 Cr ,₹5105 per sqft ,Royal Home Realtors,1200 sqft,Ready to Move,18 out of 20,Resale,East,Main Road,Freehold,1 Covered,4,3
2461,"3 BHK Flat for Sale in Naraina Vihar, New Delhi",₹2.50 Cr ,₹13889 per sqft ,Risemax Realty Pvt Ltd,200 sqyrd,Ready to Move,Ground out of 3,Resale,North - East,Main Road,Freehold,"2 Covered,",3,3
2462,"3 BHK Flat for Sale in Vatika Xpressions, Sector 88B, Gurgaon",₹1.30 Cr ,₹8387 per sqft ,Laxman Thakur,1128 sqft,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,2 Covered,3,2
2463,6 BHK House for Sale in Paschim Vihar New Delhi,₹10.50 Cr ,₹46667 per sqft ,,250 sqyrd,Ready to Move,2 out of 2,Resale,North - West,"Garden/Park, Pool",Freehold,1 Covered,5,2
2464,"3 BHK Flat for Sale in Sector 7, Faridabad",₹1.50 Cr ,₹5051 per sqft ,,900 sqft,Ready to Move,2 out of 3,Resale,South -West,"Garden/Park, Main Road",Freehold,3 Covered,3,4
2465,3 BHK Flat for Sale in Ghaziabad,₹74 Lac ,₹3951 per sqft ,,1768 sqft,Ready to Move,12 out of 19,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",3,2
2466,"3 BHK Flat for Sale in Srinagar Garden, New Delhi",₹75 Lac ,₹7937 per sqft ,,1350 sqft,Ready to Move,1 out of 4,Resale,East,Garden/Park,Freehold,1 Covered,2,3
2467,"2 BHK Flat for Sale in DDA Flats Sector E Pocket 2, Vasant Kunj, New Delhi",₹1.40 Cr ,₹14737 per sqft ,,720 sqft,Ready to Move,1 out of 4,Resale,West,Main Road,Freehold,"2 Covered,",2,2
2468,"3 BHK Flat for Sale in M3M Merlin, Sector 67A, Gurgaon",₹3.30 Cr ,₹13995 per sqft ,,160 sqyrd,Ready to Move,15 out of 31,Resale,North - East,"Garden/Park, Pool",Leasehold,2 Covered,4,2
2469,"3 BHK Flat for Sale in Doctors Apartment, Vasundhara Enclave, New Delhi",₹1.35 Cr ,₹9643 per sqft ,,250 sqyrd,Ready to Move,1 out of 7,Resale,East,Main Road,Freehold,2 Covered,3,5
2470,"2 BHK Flat for Sale in DDA LIG Flats, Hari Nagar, New Delhi",₹75 Lac ,₹10417 per sqft ,,185 sqft,Ready to Move,Ground out of 3,Resale,North,Garden/Park,Leasehold,1 Covered,2,1
2471,"3 BHK House for Sale in Patel Nagar East, Patel Nagar New Delhi",₹3.60 Cr ,₹22222 per sqft ,,900 sqft,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Leasehold,1 Covered,3,2
2472,"3 BHK Flat for Sale in Sector 67, Gurgaon",₹85 Lac ,₹6098 per sqft ,,50 sqyrd,Ready to Move,2 out of 3,Resale,South - East,Garden/Park,Co-operative Society,1 Covered,3,2
2473,"4 BHK Flat for Sale in Janakpuri, New Delhi",₹3 Cr ,₹13333 per sqft ,,1700 sqft,Ready to Move,2 out of 4,New Property,East,"Garden/Park, Main Road",Freehold,"1 Covered,",4,1
2474,"6 BHK House for Sale in RWA Sector 26, Sector 26 Noida",₹4.15 Cr ,₹27667 per sqft ,,1150 sqft,Ready to Move,Ground out of 3,Resale,East,Main Road,Freehold,,6,2
2475,"2 BHK Flat for Sale in Sriniwaspuri Extension, Sri Niwaspuri, New Delhi",₹75 Lac ,₹10417 per sqft ,,199 sqyrd,Poss. by Apr '24,3 out of 5,Resale,East,"Garden/Park, Main Road",Freehold,,2,1
2476,"3 BHK Flat for Sale in Noida Extention, Greater Noida",₹55 Lac ,₹4314 per sqft ,,1300 sqft,Ready to Move,5 out of 18,New Property,North - East,Garden/Park,Freehold,,3,2
2477,2 BHK Flat for Sale in New Delhi,₹35 Lac ,₹7778 per sqft ,,1300 sqft,Ready to Move,1 out of 5,Resale,East,,Freehold,,1,3
2478,"4 BHK Flat for Sale in Greater Kailash 2, New Delhi",₹6.25 Cr ,₹23148 per sqft ,,2200 sqft,Ready to Move,1 out of 5,New Property,,,Freehold,,4,4
2479,"3 BHK Flat for Sale in DLF City Independent Floors, DLF City Phase 2, Gurgaon",₹2.52 Cr ,₹14006 per sqft ,,905 sqft,Ready to Move,2 out of 2,New Property,,,Freehold,,4,4
2480,"3 BHK Flat for Sale in Swati Apartments, Patparganj, New Delhi",₹1.45 Cr ,₹11600 per sqft ,,,Ready to Move,1 out of 3,Resale,,,,,2,1
2481,"4 BHK House for Sale in Sukhdev Vihar, Okhla New Delhi",₹20 Cr ,₹586510 per sqft ,,,Ready to Move,Ground out of 3,Resale,,,,,2,
2482,"4 BHK Flat for Sale in Unitech Greenwood City Apartment, Green Woods City Sector 46, Gurgaon",₹3.25 Cr ,₹16250 per sqft ,,,Ready to Move,2 out of 4,Resale,,,,,4,
2483,"3 BHK Flat for Sale in Paschim Vihar Block A2, New Delhi",₹2.95 Cr ,₹16389 per sqft ,,,Ready to Move,2 out of 4,New Property,,,,,3,
2484,"3 BHK Flat for Sale in DLF Ridgewood Estate, Chanderlok, Sector 28, Gurgaon",₹1.75 Cr ,₹12718 per sqft ,,,Ready to Move,11 out of 15,Resale,,,,,3,
2485,"3 BHK Flat for Sale in Supertech Livingstone, NH 24, Ghaziabad",₹58 Lac ,₹4070 per sqft ,,,Ready to Move,16 out of 21,Resale,,,,,2,
2486,"4 BHK Flat for Sale in Orange County, Indirapuram, Ghaziabad",₹2.30 Cr ,₹5750 per sqft ,,,Ready to Move,16 out of 18,Resale,,,,,5,
2487,"4 BHK Flat for Sale in Sector 57 Block G, Golf Course Extension Road, Gurgaon",₹2.35 Cr ,₹10682 per sqft ,,,Ready to Move,3 out of 4,New Property,,,,,4,
2488,"2 BHK Flat for Sale in Ganesh Nagar, Tilak Nagar, New Delhi",₹36 Lac ,₹8000 per sqft ,,,,1 out of 4,Resale,,,,,2,
2489,"2 BHK Flat for Sale in Indirapuram, Ghaziabad",₹44.7 Lac ,₹4377 per sqft ,,,,Upper Basement out of 4,Resale,,,,,2,
2490,"3 BHK Flat for Sale in Sector 86, Gurgaon",₹1.26 Cr ,₹7357 per sqft ,Ivaan Landbase Private Ltd.,1200 sqft,Ready to Move,5 out of 14,Resale,North,Garden/Park,Freehold,2 Covered,3,2
2491,"3 BHK Flat for Sale in Essel Towers, Mehrauli Gurgaon Road, Gurgaon",₹1.45 Cr ,₹10741 per sqft ,Shree Krishna Properties,1700 sqft,Ready to Move,4 out of 4,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",3,3
2492,"3 BHK Flat for Sale in DLF City Phase 1, Gurgaon",₹1.96 Cr ,₹10316 per sqft ,Property Point,1000 sqft,Ready to Move,Ground out of 3,New Property,South,Garden/Park,Freehold,1 Covered,3,2
2493,"3 BHK Flat for Sale in Sector 10 RWA, Sector 10, Gurgaon",₹1.65 Cr ,₹7500 per sqft ,Vimal Kumar Soni,75 sqyrd,Ready to Move,4 out of 4,Resale,South - East,Main Road,Freehold,1 Covered,3,1
2494,"2 BHK Flat for Sale in Radhey Shyam Park, New Delhi",₹35 Lac ,₹6272 per sqft ,,5000 sqft,Ready to Move,2 out of 3,Resale,East,Garden/Park,Freehold,2 Covered,1,3
2495,"3 BHK Flat for Sale in Kaushambi, Ghaziabad",₹1.70 Cr ,₹9155 per sqft ,,1100 sqft,Ready to Move,3 out of 13,Resale,North - West,"Garden/Park, Main Road",Freehold,2 Covered,3,2
2496,"2 BHK Flat for Sale in Gaur Ganga 2, Vaishali, Ghaziabad",₹62 Lac ,₹6294 per sqft ,,900 sqft,Ready to Move,2 out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",2,2
2497,"2 BHK Flat for Sale in Sector 1, Greater Noida",₹40 Lac ,₹4255 per sqft ,,1250 sqft,Ready to Move,7 out of 14,Resale,South -West,"Pool, Garden/Park, Main Road",Freehold,1 Covered,2,2
2498,2 BHK House for Sale in Uttam Nagar West New Delhi,₹1.50 Cr ,₹12500 per sqft ,,1200 sqft,Ready to Move,1 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Freehold,2 Open,2,1
2499,"2 BHK Flat for Sale in Mahaluxmi Homz, Kaushambi, Ghaziabad",₹75 Lac ,₹6198 per sqft ,,1400 sqft,Ready to Move,21 out of 21,Resale,East,Garden/Park,Leasehold,1 Covered,2,1
2500,"2 BHK Flat for Sale in Kewal Park, New Delhi",₹45 Lac ,₹6667 per sqft ,,1109 sqft,Ready to Move,4 out of 4,Resale,North,"Garden/Park, Pool, Main Road",Freehold,1 Covered,1,5
2501,"5 BHK Flat for Sale in Raisina Residenc, Golf course Extension Road, Gurgaon",₹7.25 Cr ,₹11154 per sqft ,,991 sqft,Ready to Move,1 out of 1,Resale,North - East,"Garden/Park, Main Road",Freehold,"2 Covered,",5,1
2502,"4 BHK Flat for Sale in Greater Kailash 2, New Delhi",₹6.50 Cr ,₹24074 per sqft ,,190 sqyrd,Ready to Move,1 out of 1,Resale,East,"Garden/Park, Pool, Main Road",Power Of Attorney,,4,2
2503,3 BHK Flat for Sale in Gurgaon,₹1.90 Cr ,₹15833 per sqft ,,2630 sqft,Ready to Move,4 out of 5,Resale,North - East,,Freehold,,2,1
2504,"3 BHK Flat for Sale in Shivalik, Malviya Nagar, New Delhi",₹2.40 Cr ,₹13714 per sqft ,,,Ready to Move,1 out of 4,Resale,East,,Freehold,,2,3
2505,"2 BHK Flat for Sale in Saket, New Delhi",₹28 Lac ,₹4444 per sqft ,,,Ready to Move,2 out of 4,Resale,East,,Leasehold,,2,2
2506,"3 BHK House for Sale in DDA LIG Flat, Kalkaji New Delhi",₹50 Lac ,₹4167 per sqft ,,,Ready to Move,Ground out of 4,Resale,,,Freehold,,2,4
2507,"2 BHK Flat for Sale in Sector 15 Part 2, Delhi Gurgaon Expressway, Gurgaon",₹52 Lac ,₹5200 per sqft ,,,Ready to Move,3 out of 14,New Property,,,Freehold,,2,1
2508,"2 BHK Flat for Sale in Shalimar Garden Extension 1, Ghaziabad",₹23 Lac ,₹2556 per sqft ,,,Ready to Move,2 out of 3,Resale,,,,,2,4
2509,"3 BHK Flat for Sale in Corona Optus, Sector 37C, Delhi Gurgaon Expressway, Gurgaon",₹1.21 Cr ,₹6856 per sqft ,,,Ready to Move,4 out of 4,Resale,,,,,3,5
2510,"2 BHK Flat for Sale in Dwarka Sector 14, New Delhi",₹1.40 Cr ,₹10370 per sqft ,,,Ready to Move,4 out of 5,Resale,,,,,2,4
2511,2 BHK Flat for Sale in Greater Noida,₹36 Lac ,₹3791 per sqft ,,,Ready to Move,7 out of 36,Resale,,,,,2,1
2512,"1 BHK Flat for Sale in Palam Colony, Palam, New Delhi",₹14.4 Lac ,₹3556 per sqft ,,,Poss. by Jun '26,2 out of 4,Resale,,,,,1,1
2513,"3 BHK Flat for Sale in M3M Capital, Sector 113, Gurgaon",₹1.70 Cr ,₹10303 per sqft ,,,Poss. by Dec '26,15 out of 24,New Property,,,,,3,2
2514,"3 BHK Flat for Sale in Adani Samsara, Sector 60, Gurgaon",₹3.25 Cr ,₹17568 per sqft ,,,Poss. by Dec '25,2 out of 3,Resale,,,,,3,
2515,"3 BHK Flat for Sale in CRC Joyous, Techzone 4, Greater Noida",₹1.15 Cr ,₹7308 per sqft ,,,Ready to Move,11 out of 20,New Property,,,,,3,
2516,"3 BHK Flat for Sale in New Industrial Township 1, Mathura Road, Faridabad",₹55 Lac ,₹2938 per sqft ,,,Poss. by Dec '23,4 out of 5,Resale,,,,,2,
2517,"2 BHK Flat for Sale in Godrej Golf Links, Sector 27, Greater Noida",₹1.12 Cr ,₹11487 per sqft ,,,Ready to Move,2 out of 4,Resale,,,,,2,
2518,"2 BHK Flat for Sale in Kishangarh Village, Vasant Kunj, New Delhi",₹29 Lac ,₹3867 per sqft ,,,Ready to Move,,Resale,,,,,2,
2519,"4 BHK Flat for Sale in Malibu Town, Sector 47, Gurgaon",₹3.10 Cr ,₹9568 per sqft ,,,,,New Property,,,,,4,
2520,"3 BHK Flat for Sale in Sector 27, Greater Noida",₹68 Lac ,₹4277 per sqft ,Oracle Landbase,1800 sqft,Ready to Move,10 out of 14,New Property,North,Garden/Park,Freehold,"1 Covered,",3,4
2521,"4 BHK Flat for Sale in Gulistan Apartment, Dwarka Sector 13, New Delhi",₹2.10 Cr ,₹9545 per sqft ,Space Kart,1650 sqft,Ready to Move,8 out of 10,Resale,North,"Garden/Park, Pool",Freehold,2 Covered,3,3
2522,"3 BHK Flat for Sale in Bellevue Central Park 2, Central Park, Gurgaon",₹2.75 Cr ,₹11653 per sqft ,,1188 sqft,Ready to Move,7 out of 16,Resale,North - East,"Garden/Park, Main Road",Leasehold,1 Covered,4,4
2523,"2 BHK Flat for Sale in Ashram, New Delhi",₹65 Lac ,₹9630 per sqft ,,4000 sqft,Ready to Move,3 out of 5,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,2,3
